标题,发布/编辑时间,赞同数,内容摘要,链接
如何评价《颂乐人偶》第八集？,未知,0,【规则怪谈】 一、千早爱音和三角初华不会同时出现 二、八幡海铃很强壮，不要和她发生肢体冲突 三、Mortis很虚弱，长距离行走时请及时把她抱起来 四、饮用姜汁汽水时务必穿着喵梦代言的衣服 五、不要拒绝贝斯手关于重组乐队的请求 六、所有猫都是白色的，如果看见其他颜色的猫，立刻对她使用黄瓜 七、以上规则中有一条是假的 那么，走上不可知的命…,https://www.zhihu.com/question/12800358765/answer/106262664090
如何以“一个正义的主角能做的最淫荡的事就是出现在邪恶反派的家门口，为开头写一个故事”?,未知,0,一个正义的主角能做的最淫荡的事就是出现在邪恶反派的家门口，浑身是血，遍体鳞伤，然后说： “拜托了初华，让我忘掉一切吧。”…,https://www.zhihu.com/question/662017586/answer/105733218301
分享一句让你一瞬间感动的歌词吧?,未知,0,Dropping circle stones on a sun dial Playing hide and seek with the ghosts of dawn Waiting for a smile from a sun child 我感觉我要喝点水 可是你的嘴将我的嘴堵住 黄色的面孔有红色的污泥 黑色的眼珠有白色的恐惧 その…,https://www.zhihu.com/question/12714401071/answer/105399315168
评价一下Ave Mujica团队的神人程度?,未知,0,2月13日——星期四的晚上，crychic在紧张的气氛中开展排练。主持者是高松灯。谁都心中明白，要对正在live house space中发生的事态摊牌。 少女乐队，进入了大拼搏的时刻。 高松灯两道浓眉仿佛拧在一起。往日，她出席mygo排练，不大开腔。眼下，她是主唱，是椎名立希指定她主持乐队工作，把她推到第一线，她不能不明…,https://www.zhihu.com/question/9073773502/answer/105264692495
什么名字能拯救「羊」这个姓氏？,未知,0,羊宫妃那…,https://www.zhihu.com/question/388449461/answer/105241879887
如何评价动画《BanG Dream! Ave Mujica》第七话？,未知,0,大live失败后的十年对邦中，千早爱音先后在羽丘中学和花咲川女子学院创建了辉煌的业绩，但也犯了乐队扩大化的严重错误。 其最严重的错误是在mygo最为艰难的变人时期，宣布另立“键盘”，与丰川祥子分庭抗礼。基于这些错误，她在space受到批判。从此，千早爱音情绪低落，意志消沉。2025年2月，她背叛mygo，投向RAS。 千早…,https://www.zhihu.com/question/12164736604/answer/104872382610
即将举办演唱会，贝斯、吉他和主唱却被另一个乐队的成员干扰怎么办?,未知,0,为什么要举报？…,https://www.zhihu.com/question/12694438938/answer/104857200662
《颂乐人偶》第七话后会对二创圈产生什么样的影响?,未知,0,大喊三声“英雄出现”，hero就会从邦邦星球上下来，拯救颂乐人偶。…,https://www.zhihu.com/question/12461136113/answer/103335351000
《BanG Dream Ave Mujica》后续可能会出现什么逆天剧情？,未知,0,未来的祥子操纵癌细胞杀死了她妈。…,https://www.zhihu.com/question/12291104665/answer/102558263421
你磕过最邪门的cp是哪对？,未知,0,艾跃进和孔文革…,https://www.zhihu.com/question/567023983/answer/102525099521
如何评价《BanG Dream! Ave Mujica》第七话中千早爱音的表现？,未知,0,…,https://www.zhihu.com/question/12247077193/answer/101543928428
《Ave Mujica》第七集长崎素世发出了长达十几秒的尬笑，她在笑什么？,未知,0,川,https://www.zhihu.com/question/12191273251/answer/101037514072
如何评价《BanG Dream! Ave Mujica》第7话？,未知,0,羽丘学生处通报批评： 高中部一年级B班学生丰川祥子在晚放学后于校门口勾结校外人员长崎xx，发生互殴，严重破坏羽丘学校安全与学生风气，造成…,https://www.zhihu.com/question/9649638564/answer/100321349850
为什么八幡海玲去哪个乐队哪个乐队就炸掉？,未知,0,T是稀缺资源。,https://www.zhihu.com/question/11066789007/answer/98652030472
Mygo和Mujica乐队的姑娘们成年后的故事将会怎么发展?,未知,0,公元2035年，第三次世界大战爆发。彼时，作为商业乐队依然火爆的mujuca和作为业余乐队仍然活动的mygo，也投身于这场汹涌叵测的浪潮。 战争初期，日本所在的西大阵营占有优势，在黄海区域取得小规模胜利。 2035年12月25日圣诞节，mujica乐队在济州岛军事基地登上特朗普号航母，进行慰问演出。 然而，在丰川财团的运作下…,https://www.zhihu.com/question/11898526725/answer/98609754918
如何评价《BanG Dream! Ave Mujica》第6话的剧情？,未知,0,我滚下楼梯的时候，众人表现如下： 首先，爱音在后面，说“天啊”；同时灯发出企鹅叫声。 紧接着，立希说“睦子米酱”。 然后素世立刻冲过去，同时说“睦子米酱”。 随后灯跟过去。 第一个做出实际行动的是素世，伟大无需…,https://www.zhihu.com/question/10621862470/answer/97744083599
mygo与ave mujica乐队的女孩子都是什么香味的？,未知,0,在鄙人的高中时期，前桌坐着的是一个非常娇小可爱的女孩子。蓬松的小辫子短短地扎在脑后，随伊俯仰，一跳一摇，像活泼的松鼠的尾巴。 我便把鼻头侥幸地向前微探，偶尔被松软的发尾温柔抚摸，或调皮掠过。 于是，可爱的…,https://www.zhihu.com/question/10893215163/answer/96947535596
如果把邦多利所有角色拉进一个聊天群会发生什么？,未知,0,Anon酱，不要再发奶龙表情包了，我害怕……,https://www.zhihu.com/question/11564920173/answer/96905879657
我是mortis墨缇丝，如何让小睦不那么惦记着祥子酱？,未知,0,我正在努力分裂出一个白祥人格，睦可以和她一起在后台组一被子乐队。,https://www.zhihu.com/question/11599379067/answer/96900859661
动漫《颂乐人偶》中为什么很多人说祥子人设崩坏？,未知,0,saki，坏掉,https://www.zhihu.com/question/11016892626/answer/96894232119
我是乐队鼓手，我们乐队的主唱突然问到底什么是幸福，我该怎么回复？,未知,0,live、和猫玩、抹茶、抹茶芭菲、香橙糕、 好看的石头、企鹅、企鹅创可贴、西瓜虫、独角仙、螺旋楼梯、废墟街道、无花果塔、德蕾莎之道、特异点、乔托、天使、绣球花、秘密皇帝、 太阳能打火机、酱菜罐头、m0m0k喝剩的茅台、高级石英手表、高级电子手表、高级糖果、酒心巧克力、 十八斤半大地瓜、十九斤半大红薯、 雪豹、岩羊、猞猁、锐刻五…,https://www.zhihu.com/question/10919758245/answer/94855985321
如果给你15块，让你用千早爱音组个乐队，你会怎么选?,未知,0,Mortis型爱音和若叶睦型爱音杂交，后代Mortis型与若叶睦型比例近似为1：1；Mortis型爱音自交后代性状分离比是M:睦=3：1 故推测表演天赋与吉他天赋是由一对等位基因控制，前者为显性性状，后者为隐性性状。 实验产物由实验员自行处理。…,https://www.zhihu.com/question/11419615072/answer/94730056281
Ave Mujica最后会怎么包饺子？,未知,0,偷摸零向qb许愿：让过去的、现在的、未来的所有乐队少女保持笑容。,https://www.zhihu.com/question/9778983886/answer/94380577402
演员到底有多吃天赋？,未知,0,不知道 @Amoris…,https://www.zhihu.com/question/443350396/answer/94345392345
哪些动漫哪些瞬间让你最意难平?,未知,0,《宝石之国》中磷叶石发誓要为硫化汞找到“有趣且非她不可”的工作。 在磷叶石决定去月球时，她对硫化汞说：“我找到只有你才能胜任的工作了。” “那有趣呢？”硫化汞说。…,https://www.zhihu.com/question/623475431/answer/94332690006
你受过最狠的羞辱是什么？,未知,0,北京、胡同、晚上、遛弯儿、 大狗、调皮、舔我脸一口、 主人说、别舔、脏。…,https://www.zhihu.com/question/642239067/answer/94317198780
你听说过最智障的谣言有哪些？,未知,0,高中某学长厌恶数学。一日突发奇想，认为只要坚持在做数学题时自慰，就会建立“数学→高潮”的条件反射。后考取某985数学专业。 这个谣言的智障之处在于：根据本人采访，该学长对数学一直是热爱的，他只是单纯喜欢自慰而已。…,https://www.zhihu.com/question/265721641/answer/94021318329
下辈子想当只鸟，大家有什么经验可以分享吗？,未知,0,当企鹅，捡石头。,https://www.zhihu.com/question/602412614/answer/93988054822
如何评价番剧《BanG Dream: Ave mujica》第六集？,未知,0,你们怎么演，只有天知道。,https://www.zhihu.com/question/11287873759/answer/92900722393
MyGO!!!!!和Ave Mujica的队员吃起来都是什么味道的？,未知,0,某个时刻，突然感到不安，看到手指甲两侧的肉，从逼仄的甲缚中挤出来，便觉得它们是不该存在的。 门齿紧紧抵着指腹一侧，咬下一点点皮。 没有弹性的口感，像老掉的橡皮泥，略硬。 留下不规则的伤口，便成为富有耐心的园丁，慢慢啃咬至平整无刺。 索然无味。 又常常地，空气带走嘴唇表皮的水分，细胞干涸，皲裂，灰沉沉。 饮水，舔舐，把木乃伊泡涨。但…,https://www.zhihu.com/question/11239001527/answer/92873694370
如果你是ob一串字母女士，你危急关头获得了一生只能使用一次的时停能力，你会不会用在阻止喵梦摘面具上？,未知,0,我会用在自己作为精子与卵子结合前的那一瞬。,https://www.zhihu.com/question/8721885479/answer/92847409727
请在队内已经有祐天寺若麦的情况下，组建你的少女乐队（5人，不允许炸团），现在你有15块，你会怎么选？,未知,0,全买安和昴，整16个鼓手给我捶捶背。 为啥东京阿诺比我贵这么多？…,https://www.zhihu.com/question/11194705701/answer/92757956087
如何用“＿＿＿耗尽英雄气，＿＿＿尽是鼠辈出”造句？,未知,0,crychic耗尽英雄气，mygo!!!!!尽是鼠辈出。,https://www.zhihu.com/question/641454824/answer/92228902105
千早爱音有望成为本年度挺王吗？,未知,0,Anon酱可能成为本年度挺王，但Anon酱成为本年度挺王不太可能。如果你问我谁最有可能成为本年度挺王，我还是觉得抹茶的芭菲最好吃！,https://www.zhihu.com/question/11129601756/answer/91898938588
文笔挑战：“月印千江水”， ——----。下一句该怎么接？,未知,0,日穿邦多利…,https://www.zhihu.com/question/661581608/answer/91519568301
如何评价Ave Mujica的成员Mortis？,未知,0,第四集：只要我把一切都弄坏，睦子米能依靠的就只有我了口牙！ 第五集：在平价超市里。…,https://www.zhihu.com/question/10216921643/answer/91163682570
普通老百姓撞了豪车，是不是真该毁一生？,未知,0,我的发小的父亲去朝鲜谈生意，追尾了将军的迈巴赫，赔了168亿。…,https://www.zhihu.com/question/30340143/answer/90668726293
帮人代打，号主疑似弃号怎么办？,未知,0,大约是去年，我还很迷恋原神，会做每日任务，找宝箱，规划抽卡，或者仅仅是在鹤观散步也会感到宁静。 当时有个大佬申请进入了我的提瓦特，他的角色很强，可以帮我刷绝缘本，而更重要的是他对各种路线与解密烂熟于心。 我依然记得在龙脊雪山紧紧跟随他开拓的惊喜与刺激，登上寒天之钉，然后跳下去摔死。 对提瓦特，他什么都知道。 也许他把大部分时间…,https://www.zhihu.com/question/11010490320/answer/90514961599
你做过最抽象的事情是什么？,未知,0,鄙人高中流传着这样的传说： 某学长是数学高手。他暗恋的女生递给他一张可爱的便利贴，上面写着请教他的题目。 他用另一张纸写好解答传给她后，把可爱的便利贴吃了。 吃了。。。 然后他把吃下可爱便利贴后排遗的第一份大便风干保存了起来，在高考结束后精心装饰之，并纳于一可爱盒子，送给了暗恋的女生。 不知出于怎样的心理，在第一次听说之时，我想…,https://www.zhihu.com/question/607624912/answer/90369339491
前乐队吉他手性格大变之后很担心她，听了知乎建议去她家发现她用鞋打电话还求我让她清醒过来，我该怎么办？,未知,0,我打电话的时候保姆一直嘀咕什么“这孩子拿个鞋……”之类的。这分明就是电话，她一派胡言! 瞧，精神医生这不就过来了吗？…,https://www.zhihu.com/question/10921722580/answer/90197444615
木柜子乐队这个词的含义是什么？,未知,0,苦来兮苦是个木柜子，里头的人想出去，外头的人想进来。 出柜的人可以大声说我爱你，但是远去；进来的人只是默默地，并且满足。…,https://www.zhihu.com/question/9131860308/answer/89693619341
有人知道这种章鱼的具体名字吗？,未知,0,这是奥波丽维内斯章鱼，它是阿德利企鹅的主要食物之一。 如果把啤酒浇在它身上，其表面就会迅速凝聚出一层十分坚固的硬质薄膜。而使用常常被认为具有美肤效果的黄瓜片却能轻易溶解该膜，使更加软糯的内部裸露出来。 这时，奥波丽维内斯章鱼的生命也就走到了尽头。 很多年前的一个夜晚，我在辽宁省葫芦岛市绥中县东戴河止锚湾的沙滩上烧烤。海浪裹挟…,https://www.zhihu.com/question/10756575037/answer/89519685536
知乎 ID 角色扮演是怎么玩起来的呢？,未知,0,因为我啥本事也没有， 生活不幸福， 语言能力差，不玩梗不会说话， 孤僻，没有三次元朋友，但又不能忍受孤独， 于是只能假装纸片人，发表逆天言论，获得关注和安慰。…,https://www.zhihu.com/question/10289042848/answer/88581466599
